id,name,area,salary,created_at,alternate_url,employer,professional_roles,experience,employment,requirement,responsibility
100901726,Ассистент маркетолога,Барнаул,44000.0,2024-06-01T12:34:12+0300,https://hh.ru/vacancy/100901726,Таиров Диёр Валижонович,"Менеджер по маркетингу, интернет-маркетолог",Нет опыта,Полная занятость,"Знание программного обеспечения для работы с данными и <highlighttext>аналитикой</highlighttext> (например, Excel, Таблицы, Word и тд.). Умение работать в команде и...",Помощь маркетологу в разработке маркетинговых стратегий и планов. Проведение и анализ исследований рынка. Подготовка презентаций и отчетов. Ведение социальных медиа...
99518107,Специалист по закупкам,Барнаул,90000.0,2024-05-20T06:19:14+0300,https://hh.ru/vacancy/99518107,Мария-Ра,Менеджер по закупкам,От 1 года до 3 лет,Полная занятость,"...анализы с формулировкой выводов о проделанной работе. Умение планировать. Опыт работы в должностях: менеджер по закупкам/продажам, <highlighttext>аналитик</highlighttext>, торговый представитель.","Организация и обеспечение бесперебойных поставок. Анализ продаж, подготовка предложений на изменение ассортимента. Контроль наценки на товар. Анализ цен конкурентов, подготовка..."
100080328,Дизайнер контент-менеджер/маркетолог в авито (в офис),Барнаул,50000.0,2024-05-30T13:31:36+0300,https://hh.ru/vacancy/100080328,Еремочкина Наталья Александровна,"SMM-менеджер, контент-менеджер",От 1 года до 3 лет,Полная занятость,"Желание анализировать, работать с объёмами информации. Желание расти и развиваться. Опыт работы с фотошопом или другими графическими редакторами будет преимуществом. ",д. Анализировать результаты размещения и строить гипотезы для тестов. Заполнять <highlighttext>аналитику</highlighttext> и отчеты в excel. Участвовать в совместном обсуждении стратегии...
95755117,Директор дивизиона,Барнаул,,2024-05-26T18:30:48+0300,https://hh.ru/vacancy/95755117,Пятёрочка,Операционный директор (COO),От 3 до 6 лет,Полная занятость,"Высшее образование(предпочтительно менеджмент\управление, экономика и финансы). Обязателен релевантный опыт работы в розничном бизнесе, телекоммуникациях, а так же управленческий...",Формирование и успешная реализация стратегии развития Дивизиона с целью увеличения доли рынка и обеспечения экономической эффективности. Развитие вверенного Дивизиона и...
98451607,Региональный представитель (Home office),Барнаул,100000.0,2024-05-13T05:28:40+0300,https://hh.ru/vacancy/98451607,Жираф,"Менеджер по продажам, менеджер по работе с клиентами",От 1 года до 3 лет,Полная занятость,"Опыт продаж, проведения переговоров.","Осуществление продаж листового стекла: поиск и привлечение клиентов, заключение договоров и т.д. Ведение действующей клиентской базы, восстановление. "
100481467,Главный бухгалтер,Барнаул,70000.0,2024-05-28T12:04:46+0300,https://hh.ru/vacancy/100481467,Центральные газовые сети,Бухгалтер,От 1 года до 3 лет,Полная занятость,Ответственность. Внимательность и щепетильность. Пунктуальность. Аккуратность. Умение работать в режиме многозадачность. Уверенный пользователь ПК. Образование бухгалтера.,Учет и отчетность ведем в Контур Бухгалтерии. Ведение <highlighttext>аналитики</highlighttext> для директора. Обучение сотрудников по заполнению документации. Контроль и расчет маршрутов...
95593747,Территориальный управляющий,Барнаул,,2024-05-29T14:08:32+0300,https://hh.ru/vacancy/95593747,Детский мир,Супервайзер,От 3 до 6 лет,Полная занятость,"Умеете обучать и мотивировать персонал крупного подразделения ? Работаете с отчетностью и <highlighttext>аналитикой</highlighttext> основных финансовых показателей коммерческой успешности магазинов: товарооборот, наценка...","Анализ финансовых показателей работы магазинов и принятие мер по улучшению деятельности магазинов. Координация работ по открытию, закрытию и реконструкции магазинов. "
99549461,Бизнес-ассистент в бутиковое маркетинговое агентство,Барнаул,60000.0,2024-05-20T10:30:57+0300,https://hh.ru/vacancy/99549461,DDMA,"Секретарь, помощник руководителя, ассистент",Нет опыта,Полная занятость,"Позитивный взгляд на жизнь. В первую очередь, нам должно быть кайфово работать вместе. Честность, порядочность, открытость. Налажал – скажи, придумаем как...","Присутствовать на встречах с клиентами и командой, фиксировать все договоренности, составлять адженду встречи, ставить задачи сотрудникам и подрядчикам. "
100066491,SMM-менеджер,Барнаул,70000.0,2024-05-24T12:42:33+0300,https://hh.ru/vacancy/100066491,Яндекс Крауд,"SMM-менеджер, контент-менеджер",От 1 года до 3 лет,Полная занятость,"Работали в сфере SMM от полугода. Хорошо знаете соцсети и понимаете специфику каждой площадки. Знаете, что такое алгоритмы соцсетей и...","Придумывать и реализовывать креативные идеи на площадках. Отслеживать основные метрики, готовить отчёты. Разрабатывать контент-планы. Писать тексты. Общаться с командой..."
99623350,Бухгалтер,Барнаул,70000.0,2024-05-29T07:36:36+0300,https://hh.ru/vacancy/99623350,LEVITA (ООО Джеймс Билгтон),Финансовый менеджер,От 1 года до 3 лет,Полная занятость,"Опыт работы в финансах, от 1 года. Наличие профессиональных навыков, подтвержденных сертификатами. Знание МСФО. Знание основ ведения налогового, аудиторского и...",Взаимодействовать с Управляющей компанией по вопросам бухгалтерских дел на территории партнера.
95457821,Менеджер по работе с клиентами,Барнаул,40000.0,2024-05-30T06:57:09+0300,https://hh.ru/vacancy/95457821,СДЭК,Менеджер по работе с партнерами,От 1 года до 3 лет,Полная занятость,"Опыт в продажах или клиентском сервисе (будет вашим преимуществом). Знание компьютера на уровне опытного пользователя (можете сделать скриншот, используете простые...","Помощь в решение ситуаций, возникающих при доставке отправлений клиентов. Работа с <highlighttext>аналитикой</highlighttext> данных по посылкам в Excel. Информирование действующих клиентов..."
100274720,Менеджер по закупу,Барнаул,45000.0,2024-06-03T04:26:07+0300,https://hh.ru/vacancy/100274720,Эльшайдт Валентина Александровна,Менеджер по закупкам,От 1 года до 3 лет,Полная занятость,Опыт работы приветствуется. Знание и опыт работы с аbc - анализом. Опыт работы с неликвидами. Знание 1С торговля. ,Закуп товара. Работа с поставщиками. Работа с неликвидами. <highlighttext>Аналитика</highlighttext> товарных остатков на складах. Мониторинг конкурентной среды.
98971324,Менеджер маркетплейса Wildberries / OZON (удаленно),Барнаул,15000.0,2024-06-01T21:28:24+0300,https://hh.ru/vacancy/98971324,Васильев Василий Владимирович,"Менеджер по маркетингу, интернет-маркетолог",Нет опыта,Частичная занятость,"Уверенного пользователя Excel и Google-таблиц (знаете, как работают формулы или самостоятельно разберетесь, как их настроить). Усидчивого внимательного талантливого человека...",Сопровождение поставок в регионы. Контроль наличия пакетов и лейблов. Дозаказ расходников. <highlighttext>Аналитика</highlighttext> новых товаров. Подготовка критериев для закупки товара. 
96678425,Менеджер по продажам,Барнаул,50000.0,2024-05-30T07:47:25+0300,https://hh.ru/vacancy/96678425,Диво Алтая,"Менеджер по продажам, менеджер по работе с клиентами",От 1 года до 3 лет,Полная занятость,Опыт работы. Знание 1С. Коммуникабельность. Ответственность . Грамотная речь. Умение вести переговоры. Умение работать в СRМ (желательно).,
95261718,Менеджер по продажам,Барнаул,45000.0,2024-05-08T10:19:54+0300,https://hh.ru/vacancy/95261718,Алтайский Завод Аграрного Машиностроения,"Менеджер по продажам, менеджер по работе с клиентами",От 1 года до 3 лет,Полная занятость,Легко находишь подход к разным людям и любишь общаться?! Ответственно подходишь к выполнению задач. Тогда мы ждем именно тебя! ,"Прием входящих звонков по IP-телефонии, выявление потребностей заказчика. - Сбор информации о потенциальном заказчике, формирование данных и занесение в Битрикс. - "
98513651,Категорийный менеджер,Барнаул,70000.0,2024-05-30T11:03:00+0300,https://hh.ru/vacancy/98513651,ДОЗ,Менеджер по закупкам,От 1 года до 3 лет,Полная занятость,"Образование высшее (предпочтительно экономическое, техническое). Знание 1С, Excel. Навыки в <highlighttext>аналитике</highlighttext>. Навыки ведения ценовых переговоров. Опыт работы менеджером по...",Регулярный анализ продаж товаров своей категории и потребностей клиентов в разрезе регионов РФ. Своевременный заказ товара и пополнение складов в...
99703291,Менеджер по маркетингу,Бийск,50000.0,2024-05-21T13:22:40+0300,https://hh.ru/vacancy/99703291,КРОСС ЭКСПОРТ,"Менеджер по маркетингу, интернет-маркетолог",От 1 года до 3 лет,Полная занятость,Навыки работы в визуальных редакторах. Навыки работы в конструкторе сайтов Tilda. Навыки запуска и оптимизации рекламных кампаний в Яндекс Директ. ,"Широкий круг обязанностей по решению задач маркетинга. Работа с рекламными кампаниями. Верстка сайтов на Tilda. Работа с сайтами агрегаторами, работа..."
99664361,Аналитик,Барнаул,,2024-05-29T05:16:53+0300,https://hh.ru/vacancy/99664361,Свик,Аналитик,От 1 года до 3 лет,Полная занятость,"Владеете базовыми знаниями веб/мобильных технологий. Понимаете принципы и процессы разработки. Умеете мыслить системно, четко излагать свои мысли, добывать информацию...","Аккредитованная ИТ-компания. Ведём продуктовую разработку. Придерживаемся Agile-практик. Приветствуем чистый и понятный код, проводим код-ревью. Используем современный технологический..."
99934265,Менеджер по закупкам,Барнаул,70000.0,2024-05-23T11:06:16+0300,https://hh.ru/vacancy/99934265,Спецтехстрой,Менеджер по закупкам,От 1 года до 3 лет,Полная занятость,"Знание 1С, Excel. -Навыки в <highlighttext>аналитике</highlighttext>. -Навыки ведения ценовых переговоров. -Опыт работы менеджером по закупу от 1 года. -","Ведение склада. Поддержание минимальных остатков. -Ведение переговоров, закупок , отправка заявок поставщикам. -Работа с действующими поставщиками товаров и услуг. "
97864454,Начальник отдела продаж,Барнаул,,2024-05-13T05:47:40+0300,https://hh.ru/vacancy/97864454,Мартика,Руководитель отдела продаж,От 3 до 6 лет,Полная занятость,"1С 8.1(1С 7.7), Microsoft Word, Excel. Опыт работы с федеральными сетями. Управленческие, лидерские качества. Целеустремленность. ","Выполнение установленных планов и целей компании. Планирование, организация и контроль деятельности сотрудников. Представлять интересы компании на переговорах с ключевыми клиентами. "
99154834,Ведущий специалист по маркетингу,Белокуриха,,2024-05-16T14:00:49+0300,https://hh.ru/vacancy/99154834,"Беловодье, Отель","Менеджер по маркетингу, интернет-маркетолог",От 1 года до 3 лет,Полная занятость,"Опыт работы в маркетинге в сфере гостеприимства. Опытный пользователь CRM системы, системы сквозной <highlighttext>аналитики</highlighttext>. Релевантный опыт работы и реализованные проекты.","Реализация проектов по редизайну сайта, онлайн-магазина, созданию мобильного приложения, отслеживанию эффективности, <highlighttext>аналитики</highlighttext> сайта/моб приложения, опыт разработки конверсионных посадочных..."
100244755,Специалист по финансам,Барнаул,,2024-05-31T07:14:49+0300,https://hh.ru/vacancy/100244755,LEVITA (ООО Джеймс Билгтон),Финансовый менеджер,От 1 года до 3 лет,Полная занятость,"Опыт работы в финансовым менеджером/финансовым <highlighttext>аналитиком</highlighttext>, от 1 года. Наличие профессиональных навыков, подтвержденных сертификатами. Знание МСФО. Знание основ ведения...",Взаимодействовать с Управляющей компанией по вопросам финансовых и бухгалтерских дел на территории партнера. Работа с отчетностью ДДС и ПНЛ партнеров...
98634074,Менеджер по продажам оборудования,Барнаул,70000.0,2024-06-01T18:40:33+0300,https://hh.ru/vacancy/98634074,СЭМЗ,"Менеджер по продажам, менеджер по работе с клиентами",Нет опыта,Полная занятость,"Работа с SRM, знание Microsoft Office. Деловой стиль общения. Готовность к командировкам.","Обзвон горячей базы + обзвон и привлечение новых заказчиков. Ведение <highlighttext>аналитики</highlighttext> по тендерам, запросам от заказчиков. Обучение и постоянное совершенствование..."
98741462,Ведущий бизнес-аналитик,Барнаул,,2024-05-13T04:29:22+0300,https://hh.ru/vacancy/98741462,Мария-Ра,Руководитель проектов,От 3 до 6 лет,Полная занятость,Развитое системное мышление. Наличие критического мышления. Сильные аналитические способности. Продвинутые навыки поиска информации. Умение обрабатывать большие объемы информации. ,"Анализировать текущее состояние бизнес-процессов складской и транспортной логистики, формировать предложения по их оптимизации и реинжинирингу. Моделировать и выстраивать новые..."
100065116,Рекрутер / специалист по поиску талантов в компанию / HR,Барнаул,80000.0,2024-05-24T12:30:46+0300,https://hh.ru/vacancy/100065116,Альтаир Диджитал,Специалист по подбору персонала,От 1 года до 3 лет,Полная занятость,Проверка навыков и склонностей кандидата.,Что такое Виртуальная Энциклопедия Altairika? — Анализ потребностей компании. — Составление портрета кандидата. — Организация поиска кандидатов. — Проведение всех стадий отбора до интервью...
97606433,Бизнес-аналитик,Барнаул,75000.0,2024-05-30T07:47:43+0300,https://hh.ru/vacancy/97606433,Диво Алтая,Бизнес-аналитик,От 1 года до 3 лет,Полная занятость,Знание программ MS Office. Коммуникабельность. Логическое мышление.,"Сбор информации. Описание бизнес-процессов. Оптимизация бизнес-процессов. Тестирование, внедрение бизнес-процессов. Обучение сотрудников."
98905537,Помощник менеджера по продажам,Барнаул,40000.0,2024-05-14T10:55:39+0300,https://hh.ru/vacancy/98905537,Электростройкомплект,Координатор отдела продаж,Нет опыта,Полная занятость,"Высшее образование желательно (инженерно- техническое) . Коммуникабельность и энергичность, а также умение работать в режиме многозадачности, желание учиться и развиваться. ","Работа с дебиторской задолженностью. Подготовка отчетов о выполнении плана продаж, <highlighttext>аналитики</highlighttext> и т.п. Ведение отчетности, документооборота по текущим сделкам..."
94321944,Аналитик / системный аналитик,Барнаул,,2024-05-27T09:11:05+0300,https://hh.ru/vacancy/94321944,Банк ВТБ (ПАО),"Финансовый аналитик, инвестиционный аналитик",От 1 года до 3 лет,Полная занятость,"Опыт работы <highlighttext>аналитиком</highlighttext>/системным <highlighttext>аналитиком</highlighttext> от 1 года. Базовый уровень SQL (понимание логики баз данных, знание синтаксиса HPL/SQL, умение...",Подготовка операционной и аналитической отчетности в рамках Управления. Участие в проекте автоматизации отчетности Управления. Анализ ключевых показателей Контактного центра: поиск...
99054294,Управляющий магазинами бездымных систем,Барнаул,78500.0,2024-05-31T08:27:54+0300,https://hh.ru/vacancy/99054294,ANCOR,Руководитель отдела продаж,От 1 года до 3 лет,Полная занятость,Имеешь опыт работы в ритейле от 1 года на должности управляющего магазином. Получил среднее специальное или высшее образование. ,"Внутренними процессами, контролировать открытие/закрытие магазина. Проводить инвентаризацию, заказывать товар согласно <highlighttext>аналитике</highlighttext> продаж, контролировать прием поставок, организовать хранение и учета..."
100284951,Ведущий маркетолог,Барнаул,80000.0,2024-06-03T06:03:51+0300,https://hh.ru/vacancy/100284951,Подкова/ТТ,"Менеджер по маркетингу, интернет-маркетолог",От 3 до 6 лет,Полная занятость,"Знание видов рекламы, опыт в оформлении новых торговых точек, POSM. Уверенный пользователь COREL DRAW и Adobe Photoshop, знание программы 1...",ТТ /Подкова на рынке Алтайского края уже более 20 лет! Эффективное привлечение новых клиентов и работа с действующей клиентской базой. 
100396485,Эксперт голосовой сервисной поддержки агентов,Барнаул,,2024-05-27T17:11:50+0300,https://hh.ru/vacancy/100396485,Альфа-Банк,Другое,От 1 года до 3 лет,Полная занятость,"Опыт работы в отделении или клиентском сервисе банка от 1 года. Уверенная работа в ПО (GBA, SFA, EQ, Flecs, iBank...","Лиц, вопросы доставки, агентские выплаты и система мотивации, кэшбэк, <highlighttext>аналитика</highlighttext>, и другие). Знание регламентных документов банка, тарифов, продуктов и внутренних..."
100069047,Бизнес-аналитик,Барнаул,,2024-06-02T13:04:21+0300,https://hh.ru/vacancy/100069047,Медицинские Информационные Решения,Бизнес-аналитик,От 1 года до 3 лет,Полная занятость,"Опыт работы по профилю вакансии от 2 лет. Грамотная устная и письменная речь. Аналитический склад ума, способность организованно и точно...","Коммуникация с командой в лице дизайнера, других <highlighttext>аналитиков</highlighttext>, программистов, тестировщиков, технического писателя: Формализация требований. Подробная постановка задач с проработкой схем..."
100324867,Аналитик бизнес-процессов,Барнаул,80000.0,2024-05-27T10:55:51+0300,https://hh.ru/vacancy/100324867,Эй-Пи Трейд,Бизнес-аналитик,От 1 года до 3 лет,Полная занятость,"Высшее образование (желательно математическое, экономическое, ИТ, <highlighttext>аналитика</highlighttext>). Опыт от 2-х лет в области проектирования и внедрения кросс-функциональных процессов. ","Администрирование процессной деятельности Компании. Сбор информации о бизнес-процессе путем изучения регламентирующей документации, интервьюирования сотрудников. Выделение/моделирование, оптимизация существующих бизнес..."
98611928,Маркетолог,Барнаул,80000.0,2024-05-08T12:57:25+0300,https://hh.ru/vacancy/98611928,Алтайбурмаш,"Менеджер по маркетингу, интернет-маркетолог",От 3 до 6 лет,Полная занятость,"Аналитический склад ума, умение работать на результат. Грамотный русский язык, умение писать статьи. Усидчивость, внимательность, трудолюбие. Желание развиваться в профессии...","Маркетинговый анализ конкурентного окружения. Работа с рекламными компаниями, полиграфической, брендированной продукцией. <highlighttext>Аналитика</highlighttext> рекламных кампаний. Анализ их эффективности в системах Google..."
93577500,Руководитель в ИТ-офис,Барнаул,,2024-05-21T07:51:24+0300,https://hh.ru/vacancy/93577500,Совкомбанк Технологии,Руководитель группы разработки,От 1 года до 3 лет,Полная занятость,"Опыт управления командой от 20+ сотрудников, преимуществом будет опыт работы с ИТ-командами (<highlighttext>аналитика</highlighttext>, разработка, тестирование). Знания и понимание...","Погружение в бизнес и организационные процессы. Решение организационных и административных вопросов. Решение операционных вопросов, связанных с работой офиса, взаимодействием со..."
96789286,Аналитик,Барнаул,50000.0,2024-05-27T06:46:04+0300,https://hh.ru/vacancy/96789286,Фабрика дверей PORTALLE,Аналитик,От 1 года до 3 лет,Полная занятость,"Развитые аналитические способности. Продвинутый пользователь Excel и Google Sheets. Базовые знания по 1С, Б24 (Либо по аналогичным CRM). ",Формирование регулярной аналитической отчетности. Разработка форм и дашбордов управленческой отчетности. Автоматизация существующих отчетов и дашбордов.
99132646,SEO-специалист ( Full-time),Барнаул,,2024-05-27T07:22:21+0300,https://hh.ru/vacancy/99132646,Интерполе,"Менеджер по маркетингу, интернет-маркетолог",Нет опыта,Полная занятость,Обладаете опытом анализа целевой аудитории и подбора релевантного таргетинга в рекламных системах. Имеете опыт работы с системами <highlighttext>аналитики</highlighttext>.,"Продвижение 5-6 проектов, обеспечивая их видимость в поисковых системах. Работа с сервисами <highlighttext>аналитики</highlighttext> для отслеживания результатов и анализа эффективности. "
94759569,Бренд - менеджер,Барнаул,80000.0,2024-05-30T07:47:18+0300,https://hh.ru/vacancy/94759569,Диво Алтая,"Менеджер по маркетингу, интернет-маркетолог",От 1 года до 3 лет,Полная занятость,"Креативное мышление и умение работать в команде. - Знание основ маркетинга, пиара и <highlighttext>аналитики</highlighttext>. - Желание развиваться и повышать профессиональные навыки.",Разработка и реализация стратегии развития бренда. - Проведение маркетинговых исследований рынка. - Участие в создании маркетинговых кампаний и акций. - Анализ эффективности маркетинговых...
94666642,Руководитель отдела аналитики (Продажи),Барнаул,150000.0,2024-05-28T07:26:35+0300,https://hh.ru/vacancy/94666642,"Киприно, Производственный холдинг",Аналитик,От 3 до 6 лет,Полная занятость,"Образование: Высшее экономическое образование. Знание программ: 1С 8, Excel- анализ большого массива информации, в том числе отличное знание сводных...","<highlighttext>Аналитика</highlighttext> продаж (федеральные сети, дистрибуция). Обязанности: Анализ финансово-хозяйственной деятельности за отчетный период (месяц/квартал/год), в т.ч. "
91981180,Эксклюзивный торговый представитель (ЛКМ),Барнаул,75000.0,2024-05-20T05:26:11+0300,https://hh.ru/vacancy/91981180,Олимп,Торговый представитель,От 1 года до 3 лет,Полная занятость,"успешный опыт работы в активных продажах. - готовность к разъездному характеру работы, командировкам по региону. - активная жизненная позиция, желание развиваться в...",развитие и поддержание клиентской базы. - формирование спроса на продукцию компании максимизация товарной матрицы в торговых точках. - регулярные визиты в торговые...
98789283,Помощник руководителя,Барнаул,30000.0,2024-05-13T12:14:59+0300,https://hh.ru/vacancy/98789283,Сибирский Центр Экологии и Аудита,"Секретарь, помощник руководителя, ассистент",От 1 года до 3 лет,Полная занятость,"Коммуникабельность, доброжелательность. Умение работать в команде. Высшее образование в области экологии. Высокая работоспособность. Грамотная речь, коммуникабельность, ответственность. Организованность, обучаемость, внимательность. ","Обеспечение всем необходимым работников офиса. Поиск клиентов. <highlighttext>Аналитика</highlighttext> договоров. Ведение клиентской базы в CRM. Обработка входящих обращений. Заключение договоров, сопровождение..."
99156024,Менеджер по продажам,Барнаул,120000.0,2024-05-16T14:10:44+0300,https://hh.ru/vacancy/99156024,Медиа Эксперт,"Менеджер по продажам, менеджер по работе с клиентами",От 1 года до 3 лет,Полная занятость,"Опыт работы менеджером по продажам от 1 года, желательно в удаленном формате в сегменте b2b. Хорошее понимание технологии...","Звонить клиентам, знакомить с продуктами сервиса и способами продвижения, закрывать на услугу. Контролировать получение оплаты до момента поступления денег на..."
91316145,Специалист по контекстной рекламе в Директ,Барнаул,,2024-05-29T09:13:55+0300,https://hh.ru/vacancy/91316145,Яндекс Крауд,Другое,Нет опыта,Полная занятость,Быстро и точно определяете ЦА клиента. Не теряетесь перед горой заявок (а такое бывает) и готовы работать с типовыми задачами...,"Помогать рекламодателям точечно попасть в целевую аудиторию — подбирать ключевые фразы, составлять продающие объявления. Проводить экспресс-анализ: определение конкурентов, ЦА, анализ..."
94535983,Директолог,Барнаул,,2024-05-06T09:13:11+0300,https://hh.ru/vacancy/94535983,Яндекс Крауд,Другое,Нет опыта,Полная занятость,"Умеете быстро и точно определять целевую аудиторию. Не боитесь большого объёма работы и готовы к потоку похожих задач, которые нужно...",Составлять для рекламодателей объявления и подбирать ключевые фразы. Оптимизировать и актуализировать уже существующие кампании. Анализировать целевую аудиторию и составлять портрет...
